Height(Centimeter),Weight(Kilograms),Gender,BMI,Skin Color,Clothes Color,Pants Color,Skin Color_R,Skin Color_G,Skin Color_B,Clothes Color_R,Clothes Color_G,Clothes Color_B,Pants Color_R,Pants Color_G,Pants Color_B,Skin_Brightness,Clothes_Brightness,ShirtCluster,PantCluster,rgb_distance,Shirt_Lum,Pant_Lum,Lum_Diff
168.56377260000002,61.7156368016,Female,Ideal,"(235, 185, 152)","(38, 70, 200)","(187, 66, 2)",235,185,152,38,70,200,187,66,2,190.66666666666663,102.66666666666669,4,3,247.83260479605988,72.58279999999999,87.10379999999999,14.521
177.35372199999998,58.3635465624,Male,Ideal,"(246, 215, 197)","(188, 173, 46)","(51, 42, 251)",246,215,197,188,173,46,51,42,251,219.33333333333331,135.66666666666666,2,2,279.20422632904393,167.0196,59.0032,108.0164
183.3249064,60.96870685519999,Male,Underweight,"(226, 165, 137)","(129, 34, 236)","(222, 181, 14)",226,165,137,129,34,236,222,181,14,176.0,133.0,3,1,282.0319130878632,68.78139999999999,177.6592,108.87780000000001
166.6924022,57.4683827504,Female,Ideal,"(204, 150, 103)","(57, 248, 8)","(73, 104, 161)",204,150,103,57,248,8,73,104,161,152.33333333333334,104.33333333333331,1,1,210.7154479386834,190.06539999999998,101.5248,88.54059999999998
170.87850000000003,55.438694628,Female,Ideal,"(127, 41, 44)","(233, 247, 143)","(195, 51, 32)",127,41,44,233,247,143,195,51,32,70.66666666666667,207.66666666666663,5,4,228.43160902116853,236.51479999999998,80.2426,156.2722
182.08368460000003,55.9827328728,Female,Underweight,"(246, 215, 197)","(158, 181, 252)","(158, 134, 5)",246,215,197,158,181,252,158,134,5,219.33333333333331,197.0,5,5,251.43189932862538,181.2364,129.78859999999997,51.44780000000003
170.91672699999998,55.6694822376,Female,Ideal,"(235, 185, 152)","(222, 122, 78)","(20, 126, 179)",235,185,152,222,122,78,20,126,179,190.66666666666663,140.66666666666666,7,5,225.8782858089728,140.08319999999998,107.29099999999998,32.792199999999994
172.6553824,65.000187192,Male,Ideal,"(127, 41, 44)","(206, 15, 177)","(182, 249, 91)",127,41,44,206,15,177,182,249,91,70.66666666666667,132.66666666666666,3,1,250.45558488482544,67.303,223.34819999999996,156.04519999999997
171.9942966,58.8518383504,Male,Ideal,"(246, 215, 197)","(120, 129, 14)","(112, 235, 227)",246,215,197,120,129,14,112,235,227,219.33333333333331,87.66666666666667,0,3,238.05251521460553,118.78359999999999,208.27259999999998,89.48899999999999
165.4791966,56.880663596,Female,Ideal,"(252, 218, 191)","(172, 152, 208)","(223, 202, 3)",252,218,191,172,152,208,223,202,3,220.33333333333331,177.33333333333334,5,5,217.08523671590382,160.2952,192.0968,31.801600000000008
173.62103960000002,56.1521494848,Female,Ideal,"(127, 41, 44)","(155, 182, 237)","(187, 37, 21)",127,41,44,155,182,237,187,37,21,70.66666666666667,191.33333333333331,5,4,262.1163863630048,180.2308,67.73479999999999,112.496
173.2021428,61.5369215536,Male,Ideal,"(246, 215, 197)","(22, 168, 171)","(208, 0, 185)",246,215,197,22,168,171,208,0,185,219.33333333333331,120.33333333333331,6,1,251.0298786997277,137.177,57.5778,79.5992
173.31631579999998,52.2527551384,Female,Underweight,"(119, 78, 58)","(46, 219, 167)","(236, 121, 213)",119,78,58,46,219,167,236,121,213,85.0,144.0,6,1,218.6778452427223,178.46579999999997,152.0914,26.37439999999998
178.8302748,64.4445823512,Male,Ideal,"(246, 215, 197)","(68, 4, 5)","(152, 185, 104)",246,215,197,68,4,5,152,185,104,219.33333333333331,25.666666666666668,0,5,222.75098204048393,17.678600000000003,172.136,154.4574
169.4584876,51.985725528,Female,Underweight,"(252, 218, 191)","(250, 70, 232)","(34, 45, 47)",252,218,191,250,70,232,34,45,47,220.33333333333331,184.0,3,4,285.4925568206639,119.9644,42.8058,77.1586
171.8789806,55.0179426888,Female,Ideal,"(226, 165, 137)","(18, 38, 99)","(207, 186, 13)",226,165,137,18,38,99,207,186,13,176.0,51.66666666666666,0,5,254.99215674212414,38.15219999999999,177.974,139.8218
169.43222400000002,57.6236926512,Female,Ideal,"(204, 150, 103)","(223, 41, 134)","(44, 104, 56)",204,150,103,223,41,134,44,104,56,152.33333333333334,132.66666666666666,3,4,205.16822366048794,86.40780000000001,87.77839999999999,1.3705999999999818
175.4920036,58.3931207608,Male,Ideal,"(119, 78, 58)","(200, 208, 103)","(230, 6, 9)",119,78,58,200,208,103,230,6,9,85.0,170.33333333333334,2,3,224.8110317577854,198.7182,53.839,144.8792
165.3971292,58.6309390464,Female,Ideal,"(226, 165, 137)","(27, 226, 36)","(194, 168, 160)",226,165,137,27,226,36,194,168,160,176.0,96.33333333333331,1,7,215.9374909551373,169.97459999999998,172.95,2.9754000000000076
177.7894844,60.2481759632,Male,Ideal,"(235, 185, 152)","(14, 37, 96)","(126, 233, 141)",235,185,152,14,37,96,126,233,141,190.66666666666663,49.0,0,3,230.18470844085192,36.370000000000005,203.6094,167.2394
168.348025,50.6969345784,Female,Underweight,"(204, 150, 103)","(250, 208, 76)","(86, 52, 126)",204,150,103,250,208,76,86,52,126,152.33333333333334,178.0,2,2,231.80163933846544,207.3988,64.5712,142.8276
166.0339326,54.3006323,Female,Ideal,"(246, 215, 197)","(37, 11, 32)","(66, 151, 245)",246,215,197,37,11,32,66,151,245,219.33333333333331,26.666666666666668,0,3,256.5345980564805,18.0438,139.7158,121.672
177.21567299999998,60.0551725672,Male,Ideal,"(226, 165, 137)","(31, 74, 195)","(242, 71, 111)",226,165,137,31,74,195,242,71,111,176.0,100.0,4,3,227.1255159597882,73.59440000000001,110.2426,36.64819999999999
177.6941074,58.10068999840001,Male,Underweight,"(226, 165, 137)","(133, 177, 218)","(126, 151, 7)",226,165,137,133,177,218,126,151,7,176.0,176.0,5,5,212.71107164414363,170.6058,135.28820000000002,35.31759999999997
171.93404779999997,56.0007858344,Female,Ideal,"(119, 78, 58)","(206, 67, 44)","(43, 248, 163)",119,78,58,206,67,44,43,248,163,85.0,105.66666666666669,7,5,271.09223522631555,94.8908,198.27999999999997,103.38919999999997
178.7383268,59.1766555816,Male,Ideal,"(243, 214, 200)","(170, 26, 215)","(241, 207, 12)",243,214,200,170,26,215,241,207,12,219.0,137.0,3,1,281.0889538918241,70.2602,200.14939999999999,129.8892
175.6358184,57.6782144096,Female,Ideal,"(253, 220, 213)","(215, 61, 224)","(79, 63, 70)",253,220,213,215,61,224,79,63,70,228.66666666666663,166.66666666666666,3,4,205.46532554180524,105.50899999999999,66.907,38.60199999999999
174.7251014,58.50996606,Male,Ideal,"(204, 150, 103)","(99, 43, 215)","(115, 101, 4)",204,150,103,99,43,215,115,101,4,152.33333333333334,119.0,4,7,219.41057403871855,67.324,96.97299999999998,29.648999999999987
175.1915216,64.80958783359999,Male,Ideal,"(204, 150, 103)","(106, 161, 236)","(31, 153, 29)",204,150,103,106,161,236,31,153,29,152.33333333333334,167.66666666666666,6,5,220.3134131186751,154.72199999999998,118.10999999999999,36.611999999999995
169.0388542,62.38894876639999,Male,Ideal,"(252, 218, 191)","(178, 13, 88)","(45, 155, 230)",252,218,191,178,13,88,45,155,230,220.33333333333331,93.0,7,5,240.8671833189403,53.494,137.029,83.535
175.3641654,61.61026738,Male,Ideal,"(127, 41, 44)","(203, 90, 111)","(43, 21, 248)",127,41,44,203,90,111,43,21,248,70.66666666666667,134.66666666666666,7,0,221.65288177689007,115.54,42.0666,73.4734
174.5849442,58.030519316,Male,Ideal,"(226, 165, 137)","(169, 63, 255)","(160, 180, 85)",226,165,137,169,63,255,160,180,85,176.0,162.33333333333334,3,1,206.56718035544756,99.398,168.889,69.49100000000001
173.342808,58.2962788688,Male,Ideal,"(246, 215, 197)","(91, 226, 65)","(91, 97, 241)",246,215,197,91,226,65,91,97,241,219.33333333333331,127.33333333333331,1,1,218.2131985009156,185.6748,106.1212,79.5536
170.02277400000003,56.6031106512,Female,Ideal,"(235, 185, 152)","(10, 123, 151)","(204, 100, 14)",235,185,152,10,123,151,204,100,14,190.66666666666663,94.66666666666669,4,3,238.6084659017781,100.99780000000001,115.9012,14.90339999999999
174.7764602,59.325751272,Male,Ideal,"(204, 150, 103)","(146, 182, 240)","(228, 149, 54)",204,150,103,146,182,240,228,149,54,152.33333333333334,189.33333333333331,5,5,205.93445559206452,178.534,158.9364,19.5976
178.6110982,60.0077722032,Male,Ideal,"(253, 220, 213)","(23, 188, 15)","(176, 244, 167)",253,220,213,23,188,15,176,244,167,228.66666666666663,75.33333333333333,1,7,222.82055560472872,140.4304,223.98379999999997,83.55339999999998
166.53995139999998,57.8126590784,Female,Ideal,"(235, 185, 152)","(153, 14, 42)","(20, 185, 206)",235,185,152,153,14,42,20,185,206,190.66666666666663,69.66666666666667,7,5,271.7094035914105,45.573,151.4372,105.86419999999998
172.7740004,59.28211572159999,Male,Ideal,"(235, 185, 152)","(36, 185, 203)","(209, 0, 138)",235,185,152,36,185,203,209,0,138,190.66666666666663,141.33333333333334,6,1,261.4937857770238,154.6222,54.397,100.2252
168.328975,56.9462983584,Female,Ideal,"(252, 218, 191)","(108, 171, 210)","(252, 18, 145)",252,218,191,108,171,210,252,18,145,220.33333333333331,163.0,6,1,219.93180761317814,160.422,76.9178,83.5042
180.7382974,64.2288086368,Male,Ideal,"(243, 214, 200)","(230, 49, 8)","(85, 55, 154)",243,214,200,230,49,8,85,55,154,219.0,95.66666666666669,7,0,205.85674630674603,84.52040000000001,68.5258,15.994600000000005
166.7091408,43.974270226,Female,Underweight,"(253, 220, 213)","(141, 141, 168)","(216, 27, 16)",253,220,213,141,141,168,216,27,16,228.66666666666663,150.0,5,4,204.26698215815497,142.9494,66.38719999999999,76.5622
173.3572606,60.88633454800001,Male,Ideal,"(235, 185, 152)","(96, 37, 48)","(85, 231, 158)",235,185,152,96,37,48,85,231,158,190.66666666666663,60.333333333333336,0,3,223.28681107490428,50.3376,194.6898,144.35219999999998
165.7384036,58.167277304,Female,Ideal,"(119, 78, 58)","(173, 15, 253)","(167, 219, 83)",119,78,58,173,15,253,167,219,83,85.0,147.0,3,1,265.616264562244,65.7744,198.1256,132.3512
174.5060264,57.1231992384,Female,Ideal,"(253, 220, 213)","(147, 215, 211)","(180, 7, 17)",253,220,213,147,215,211,180,7,17,228.66666666666663,191.0,5,4,286.3372137882186,200.25439999999998,44.5018,155.75259999999997
181.2742882,57.3726294792,Female,Underweight,"(119, 78, 58)","(214, 246, 214)","(243, 120, 49)",119,78,58,214,246,214,243,120,49,85.0,224.66666666666663,5,4,209.62347196819348,236.88639999999998,141.0236,95.8628
160.511998,41.1309968128,Female,Underweight,"(235, 185, 152)","(57, 249, 255)","(203, 123, 189)",235,185,152,57,249,255,203,123,189,190.66666666666663,187.0,6,1,203.8332651948646,208.61399999999998,144.7732,63.84079999999997
171.0533536,52.1434848256,Female,Underweight,"(253, 220, 213)","(6, 71, 62)","(247, 218, 36)",253,220,213,6,71,62,247,218,36,228.66666666666663,46.333333333333336,0,5,283.4889768580077,56.53119999999999,211.025,154.49380000000002
170.55315140000002,65.2641323768,Male,Ideal,"(246, 215, 197)","(151, 214, 205)","(231, 106, 32)",246,215,197,151,214,205,231,106,32,219.33333333333331,190.0,5,4,219.07304717833273,199.95639999999997,127.2322,72.72419999999997
173.439328,56.4199955608,Female,Ideal,"(243, 214, 200)","(229, 110, 94)","(8, 190, 134)",243,214,200,229,110,94,8,190,134,219.0,144.33333333333334,7,5,238.4135063288152,134.1442,147.26359999999997,13.119399999999956
169.2867836,52.5001442152,Female,Underweight,"(127, 41, 44)","(61, 13, 48)","(108, 166, 245)",127,41,44,61,13,48,108,166,245,70.66666666666667,40.66666666666666,0,3,253.82474268676015,25.7318,159.373,133.6412
173.70620580000002,54.0067954024,Female,Underweight,"(253, 220, 213)","(56, 232, 217)","(35, 142, 12)",253,220,213,56,232,217,35,142,12,228.66666666666663,168.33333333333334,6,5,224.8688506663384,193.49939999999998,109.8658,83.63359999999999
167.57241059999998,52.4712504048,Female,Ideal,"(246, 215, 197)","(144, 197, 242)","(210, 57, 24)",246,215,197,144,197,242,210,57,24,219.33333333333331,194.33333333333331,5,4,267.35743864721627,188.9812,87.14519999999999,101.83600000000001
174.36576760000003,62.0407715472,Male,Ideal,"(253, 220, 213)","(108, 21, 178)","(250, 105, 43)",253,220,213,108,21,178,250,105,43,228.66666666666663,102.33333333333331,4,3,213.17832910500073,50.8316,131.3506,80.51899999999998
170.1608738,56.8618848872,Female,Ideal,"(204, 150, 103)","(136, 78, 28)","(28, 220, 252)",204,150,103,136,78,28,28,220,252,152.33333333333334,80.66666666666667,7,5,286.3634054833124,86.7208,181.4912,94.7704
169.3713148,56.1676623312,Female,Ideal,"(235, 185, 152)","(228, 1, 219)","(22, 133, 66)",235,185,152,228,1,219,22,133,66,190.66666666666663,149.33333333333334,3,4,288.5636844788339,64.99980000000001,104.564,39.564199999999985
177.8997204,61.01569898639999,Male,Ideal,"(253, 220, 213)","(9, 240, 216)","(211, 107, 208)",253,220,213,9,240,216,211,107,208,228.66666666666663,155.0,6,1,241.98553675788145,189.1566,136.40259999999998,52.75400000000002
168.010586,53.1253300688,Female,Ideal,"(246, 215, 197)","(12, 17, 61)","(174, 134, 131)",246,215,197,12,17,61,174,134,131,219.33333333333331,30.0,0,5,211.73804570742595,19.113799999999998,142.28740000000002,123.17360000000002
168.5307272,53.0164679888,Female,Ideal,"(252, 218, 191)","(19, 119, 185)","(179, 53, 45)",252,218,191,19,119,185,179,53,45,220.33333333333331,107.66666666666669,4,3,222.61176967986216,102.50519999999999,79.21,23.295199999999994
173.611413,57.2346467928,Female,Ideal,"(226, 165, 137)","(20, 32, 4)","(130, 187, 145)",226,165,137,20,32,4,130,187,145,176.0,18.666666666666668,0,3,236.65586829825284,27.427199999999996,171.8494,144.4222
174.0954354,57.7767799512,Female,Ideal,"(235, 185, 152)","(101, 174, 71)","(4, 19, 205)",235,185,152,101,174,71,4,19,205,190.66666666666663,115.33333333333331,1,1,226.69362584775072,151.0436,29.2402,121.8034
174.381287,63.7648747392,Male,Ideal,"(246, 215, 197)","(66, 44, 0)","(82, 196, 156)",246,215,197,66,44,0,82,196,156,219.33333333333331,36.66666666666666,0,3,218.39413911549917,45.5004,168.8756,123.37519999999999
173.3610198,51.7680920864,Female,Underweight,"(226, 165, 137)","(175, 239, 205)","(129, 4, 44)",226,165,137,175,239,205,129,4,44,176.0,206.33333333333331,5,4,288.55155518555085,222.9388,33.463,189.4758
178.66555580000002,63.4620113608,Male,Ideal,"(253, 220, 213)","(114, 12, 36)","(220, 178, 112)",253,220,213,114,12,36,220,178,112,228.66666666666663,54.0,0,5,211.11134502911017,35.418,182.164,146.74599999999998
175.9480098,61.7884383176,Male,Ideal,"(246, 215, 197)","(116, 122, 1)","(6, 175, 176)",246,215,197,116,122,1,6,175,176,219.33333333333331,79.66666666666667,0,3,213.38697242334172,111.98819999999999,139.1428,27.154600000000002
171.1828936,60.6046085568,Male,Ideal,"(252, 218, 191)","(172, 208, 59)","(91, 88, 239)",252,218,191,172,208,59,91,88,239,220.33333333333331,146.33333333333334,2,2,231.0,189.5886,99.53999999999999,90.04860000000002
168.91185420000002,56.6072836976,Female,Ideal,"(119, 78, 58)","(128, 208, 157)","(209, 19, 130)",119,78,58,128,208,157,209,19,130,85.0,164.33333333333334,6,1,207.39093519245242,187.3098,67.4082,119.9016
167.1833588,57.088635528,Female,Ideal,"(253, 220, 213)","(123, 69, 232)","(37, 8, 28)",253,220,213,123,69,232,37,8,28,228.66666666666663,141.33333333333334,4,7,229.6366695456107,92.249,15.609399999999999,76.6396
170.51616900000002,54.5268839896,Female,Ideal,"(226, 165, 137)","(127, 51, 80)","(4, 209, 180)",226,165,137,127,51,80,4,209,180,176.0,86.0,0,3,223.8146554629522,69.25139999999999,163.3232,94.07180000000002
166.26961920000002,59.513538360000005,Female,Ideal,"(119, 78, 58)","(90, 48, 255)","(7, 45, 34)",119,78,58,90,48,255,7,45,34,85.0,131.0,4,7,236.09108411797342,71.8746,36.126999999999995,35.747600000000006
170.0174654,55.602214544,Female,Ideal,"(127, 41, 44)","(49, 150, 4)","(163, 131, 182)",127,41,44,49,150,4,163,131,182,70.66666666666667,67.66666666666667,1,7,212.22865028077618,117.98619999999998,141.4854,23.499200000000016
176.260887,56.11840224,Female,Underweight,"(127, 41, 44)","(12, 238, 196)","(212, 0, 197)",127,41,44,12,238,196,212,0,197,70.66666666666667,148.66666666666666,6,1,310.8777894929131,186.91999999999996,59.2946,127.62539999999996
169.3526204,49.0214110896,Female,Underweight,"(246, 215, 197)","(16, 42, 83)","(110, 245, 233)",246,215,197,16,42,83,110,245,233,219.33333333333331,47.0,0,3,269.34179029627023,39.4326,215.43259999999998,175.99999999999997
171.2594238,55.4875011272,Female,Ideal,"(226, 165, 137)","(222, 107, 80)","(41, 106, 210)",226,165,137,222,107,80,41,106,210,176.0,136.33333333333334,7,0,222.84972515127768,129.49960000000002,99.6898,29.80980000000001
171.2162184,54.722926452,Female,Ideal,"(235, 185, 152)","(131, 120, 221)","(47, 59, 21)",235,185,152,131,120,221,47,59,21,190.66666666666663,157.33333333333334,3,4,225.33752461585266,129.6308,53.70519999999999,75.9256
174.37122860000002,57.9346299672,Female,Ideal,"(252, 218, 191)","(255, 16, 203)","(63, 1, 5)",252,218,191,255,16,203,63,1,5,220.33333333333331,158.0,3,4,276.21187519728403,80.3128,14.47,65.8428
179.40474659999998,65.16910485279999,Male,Ideal,"(204, 150, 103)","(250, 9, 253)","(138, 127, 42)",204,150,103,250,9,253,138,127,42,152.33333333333334,170.66666666666666,3,1,266.4376099577535,77.85340000000001,123.2016,45.34819999999999
174.67427600000002,58.9699537072,Male,Ideal,"(252, 218, 191)","(4, 200, 227)","(163, 92, 157)",252,218,191,4,200,227,163,92,157,220.33333333333331,143.66666666666666,6,1,204.56050449683585,160.2798,111.7876,48.4922
168.7061396,50.5975525712,Female,Underweight,"(119, 78, 58)","(97, 234, 235)","(48, 167, 22)",119,78,58,97,234,235,48,167,22,85.0,188.66666666666663,6,5,228.60227470434322,204.94599999999997,131.2316,73.71439999999998
172.4378568,63.0416222952,Male,Ideal,"(127, 41, 44)","(45, 54, 57)","(184, 224, 88)",127,41,44,45,54,57,184,224,88,70.66666666666667,52.0,0,5,221.77015128280902,52.3032,205.6768,153.37359999999998
164.87216200000003,57.2992836528,Female,Ideal,"(127, 41, 44)","(2, 242, 253)","(90, 251, 16)",127,41,44,2,242,253,90,251,16,70.66666666666667,165.66666666666666,6,5,252.9703539942971,191.7702,199.80440000000002,8.034200000000027
170.6601108,64.2881384704,Male,Ideal,"(226, 165, 137)","(240, 25, 118)","(47, 223, 184)",226,165,137,240,25,118,47,223,184,176.0,127.66666666666669,7,5,284.26923857498196,77.4236,182.76659999999998,105.34299999999999
180.4414222,51.8212530688,Female,Underweight,"(119, 78, 58)","(14, 151, 233)","(234, 87, 153)",119,78,58,14,151,233,234,87,153,85.0,132.66666666666666,6,1,242.6849809938802,127.79419999999999,123.0174,4.776799999999994
177.4547632,62.2594028912,Male,Ideal,"(127, 41, 44)","(221, 84, 249)","(53, 99, 123)",127,41,44,221,84,249,53,99,123,70.66666666666667,184.66666666666663,3,4,210.535032714273,125.0392,90.9532,34.086
173.00536900000003,55.6389101368,Female,Ideal,"(127, 41, 44)","(216, 212, 153)","(252, 15, 67)",127,41,44,216,212,153,252,15,67,70.66666666666667,193.66666666666663,5,4,217.947241322298,208.59060000000002,69.1406,139.45000000000002
163.306887,50.5250685696,Female,Ideal,"(119, 78, 58)","(152, 200, 34)","(59, 24, 193)",119,78,58,152,200,34,59,24,193,85.0,128.66666666666666,2,2,254.76655981505894,177.81,43.642799999999994,134.1672
170.722163,61.22240086079999,Male,Ideal,"(243, 214, 200)","(37, 108, 24)","(214, 206, 75)",243,214,200,37,108,24,214,206,75,219.0,56.333333333333336,0,5,208.6480289866166,86.8406,198.24259999999998,111.40199999999999
176.5366294,65.108822476,Male,Ideal,"(127, 41, 44)","(54, 231, 68)","(53, 119, 252)",127,41,44,54,231,68,53,119,252,70.66666666666667,117.66666666666669,1,1,215.40891346460108,181.6012,114.571,67.03020000000001
173.16112180000002,66.6109831024,Male,Ideal,"(226, 165, 137)","(8, 250, 33)","(105, 74, 183)",226,165,137,8,250,33,105,74,183,176.0,97.0,1,1,250.76881783826315,182.88339999999997,88.46039999999999,94.42299999999997
164.5947432,54.1604270128,Female,Ideal,"(119, 78, 58)","(251, 171, 94)","(75, 111, 179)",119,78,58,251,171,94,75,111,179,85.0,172.0,2,2,204.45292856792244,182.44859999999997,108.256,74.19259999999997
173.1257142,58.4606152504,Male,Ideal,"(243, 214, 200)","(160, 254, 174)","(190, 9, 43)",243,214,200,160,254,174,190,9,43,219.0,196.0,5,4,279.4387231576898,228.23960000000002,49.9354,178.30420000000004
172.84471399999998,71.5107292456,Male,Ideal,"(204, 150, 103)","(2, 254, 252)","(241, 223, 153)",204,150,103,2,254,252,241,223,153,152.33333333333334,169.33333333333334,6,4,260.5436623677498,200.2804,221.77280000000002,21.492400000000032
167.35539300000002,47.6698883664,Female,Underweight,"(127, 41, 44)","(145, 25, 243)","(78, 37, 13)",127,41,44,145,25,243,78,37,13,70.66666666666667,137.66666666666666,3,4,239.86037605240261,66.2516,43.9838,22.267799999999994
160.7848956,46.6196414496,Female,Underweight,"(119, 78, 58)","(204, 241, 17)","(9, 57, 214)",119,78,58,204,241,17,9,57,214,85.0,154.0,2,2,332.7010670256409,216.96099999999996,58.1306,158.83039999999994
175.6508298,65.98307569679999,Male,Ideal,"(252, 218, 191)","(49, 229, 61)","(185, 250, 246)",252,218,191,49,229,61,185,250,246,220.33333333333331,113.0,1,7,230.568861731154,178.6024,235.89219999999997,57.289799999999985
175.3390448,56.8755380064,Female,Underweight,"(243, 214, 200)","(146, 229, 195)","(241, 36, 82)",243,214,200,146,229,195,241,36,82,219.0,190.0,5,4,242.98765400735897,208.8994,82.9042,125.99520000000001
159.3547486,47.7269955992,Female,Ideal,"(246, 215, 197)","(26, 182, 44)","(165, 218, 189)",246,215,197,26,182,44,165,218,189,219.33333333333331,84.0,1,7,204.06371554002442,138.87079999999997,204.63840000000002,65.76760000000004
171.5398398,64.8623859424,Male,Ideal,"(235, 185, 152)","(230, 208, 234)","(139, 64, 52)",235,185,152,230,208,234,139,64,52,190.66666666666663,224.0,5,4,249.28096598015662,214.5544,79.0786,135.4758
176.95593259999998,63.492084510400005,Male,Ideal,"(246, 215, 197)","(91, 91, 232)","(58, 66, 12)",246,215,197,91,91,232,58,66,12,219.33333333333331,138.0,4,7,223.86156436512275,101.1802,60.40039999999999,40.77980000000001
176.99192440000002,66.9319448016,Male,Ideal,"(119, 78, 58)","(212, 1, 75)","(22, 233, 180)",119,78,58,212,1,75,22,233,180,85.0,96.0,7,5,317.7247236209357,51.20140000000001,184.3148,133.11339999999998
169.13034499999998,61.42189062240001,Male,Ideal,"(119, 78, 58)","(176, 0, 24)","(88, 61, 205)",119,78,58,176,0,24,88,61,205,85.0,66.66666666666667,7,0,210.2997860198626,39.1504,77.137,37.9866
166.08028760000002,50.7361249272,Female,Underweight,"(243, 214, 200)","(33, 55, 99)","(104, 233, 187)",243,214,200,33,55,99,104,233,187,219.0,62.333333333333336,0,3,210.87674124947966,53.4996,202.25339999999997,148.75379999999996
171.247562,49.955447736,Female,Underweight,"(119, 78, 58)","(229, 154, 246)","(159, 179, 23)",119,78,58,229,154,246,159,179,23,85.0,209.66666666666663,5,5,235.06169402946114,176.5874,163.48479999999998,13.102600000000024
169.6713904,50.7532707048,Female,Underweight,"(226, 165, 137)","(163, 62, 58)","(45, 143, 244)",226,165,137,163,62,58,45,143,244,176.0,94.33333333333331,7,5,234.69341703592795,83.1838,129.4574,46.2736
179.8322794,59.3765989352,Male,Underweight,"(235, 185, 152)","(247, 130, 43)","(5, 206, 252)",235,185,152,247,130,43,5,206,252,190.66666666666663,140.0,7,5,328.6654834326233,148.5928,166.58859999999999,17.995799999999974
170.88995540000002,60.2936258816,Male,Ideal,"(204, 150, 103)","(62, 33, 250)","(159, 25, 46)",204,150,103,62,33,250,159,25,46,152.33333333333334,115.0,4,3,226.0287592320942,54.83279999999999,55.0046,0.17180000000001172
170.8377838,53.1902844432,Female,Underweight,"(235, 185, 152)","(175, 1, 125)","(173, 188, 8)",235,185,152,175,1,125,173,188,8,190.66666666666663,100.33333333333331,3,1,220.59465088709655,46.94520000000001,171.81499999999997,124.86979999999997
174.2633802,58.3991988936,Male,Ideal,"(253, 220, 213)","(187, 253, 193)","(208, 35, 100)",253,220,213,187,253,193,208,35,100,228.66666666666663,211.0,5,4,237.93696644279552,234.63639999999998,76.4728,158.16359999999997
166.0191752,53.1547681896,Female,Ideal,"(246, 215, 197)","(109, 53, 21)","(0, 164, 181)",246,215,197,109,53,21,0,164,181,219.33333333333331,61.0,0,3,223.16361710637332,62.5952,130.361,67.76579999999998
173.6046312,58.9502678144,Male,Ideal,"(252, 218, 191)","(176, 52, 244)","(147, 205, 53)",252,218,191,176,52,244,147,205,53,220.33333333333331,157.33333333333334,3,1,246.43660442393698,92.2248,181.69480000000001,89.47000000000001
176.6175792,58.2045625664,Male,Ideal,"(252, 218, 191)","(252, 51, 66)","(4, 88, 155)",252,218,191,252,51,66,4,88,155,220.33333333333331,123.0,7,0,266.0714189837007,94.81559999999999,74.979,19.83659999999999
177.42250520000002,62.1540334696,Male,Ideal,"(127, 41, 44)","(250, 121, 36)","(76, 118, 222)",127,41,44,250,121,36,76,118,222,70.66666666666667,135.66666666666666,7,0,254.7174905655283,142.2884,116.5796,25.708799999999997
167.9196794,50.192676352,Female,Underweight,"(246, 215, 197)","(98, 43, 167)","(243, 75, 9)",246,215,197,98,43,167,243,75,9,219.33333333333331,102.66666666666669,4,3,216.82481407809394,63.6458,105.95159999999998,42.305799999999984
171.3555374,59.33663748,Male,Ideal,"(226, 165, 137)","(254, 170, 223)","(176, 145, 26)",226,165,137,254,170,223,176,145,26,176.0,215.66666666666663,5,5,213.34947855572557,191.685,142.9988,48.686200000000014
167.9046172,44.97869981488,Female,Underweight,"(252, 218, 191)","(22, 86, 174)","(241, 112, 44)",252,218,191,22,86,174,241,112,44,220.33333333333331,94.0,4,3,256.0019531175495,78.74719999999999,134.5158,55.76860000000002
180.3023064,60.8844748208,Male,Ideal,"(127, 41, 44)","(42, 211, 246)","(44, 244, 41)",127,41,44,42,211,246,44,244,41,70.66666666666667,166.33333333333334,6,5,207.64874186953313,177.5976,186.82339999999996,9.225799999999964
171.1445142,48.7153725672,Female,Underweight,"(204, 150, 103)","(253, 241, 220)","(189, 28, 4)",204,150,103,253,241,220,189,28,4,152.33333333333334,238.0,5,4,310.033869117553,242.03499999999997,60.4958,181.53919999999997
176.87150300000002,62.2600832792,Male,Ideal,"(226, 165, 137)","(240, 226, 182)","(127, 5, 254)",226,165,137,240,226,182,127,5,254,176.0,216.0,5,1,258.44535205725794,225.7996,48.915000000000006,176.88459999999998
174.944532,60.5827907816,Male,Ideal,"(235, 185, 152)","(58, 139, 28)","(225, 215, 131)",235,185,152,58,139,28,225,215,131,190.66666666666663,75.0,1,7,210.41387786930784,113.7652,211.0612,97.29600000000002
173.5191602,51.47929006,Female,Underweight,"(235, 185, 152)","(26, 90, 204)","(214, 117, 122)",235,185,152,26,90,204,214,117,122,190.66666666666663,106.66666666666669,4,3,206.87435800504613,84.62440000000001,137.9832,53.3588
173.5178394,57.3092173176,Female,Ideal,"(204, 150, 103)","(176, 251, 50)","(28, 33, 245)",204,150,103,176,251,50,28,33,245,152.33333333333334,159.0,2,2,327.8002440511599,220.5428,47.243399999999994,173.2994
