Height(Centimeter),Weight(Kilograms),Gender,BMI,Skin Color,Clothes Color,Pants Color,Skin Color_R,Skin Color_G,Skin Color_B,Clothes Color_R,Clothes Color_G,Clothes Color_B,Pants Color_R,Pants Color_G,Pants Color_B,Skin_Brightness,Clothes_Brightness,SkinCluster,ShirtCluster
174.03193539999998,59.8470645576,Male,Ideal,"(243, 214, 200)","(72, 83, 242)","(147, 19, 132)",243,214,200,72,83,242,147,19,132,219.0,132.33333333333334,5,7
174.06155180000002,54.0304275456,Female,Underweight,"(246, 215, 197)","(100, 2, 184)","(145, 112, 157)",246,215,197,100,2,184,145,112,157,219.33333333333331,95.33333333333331,5,7
171.3513464,57.7811797936,Female,Ideal,"(253, 220, 213)","(243, 226, 84)","(178, 14, 93)",253,220,213,243,226,84,178,14,93,228.66666666666663,184.33333333333331,0,6
169.45726839999998,60.1700220616,Male,Ideal,"(246, 215, 197)","(194, 196, 33)","(160, 97, 171)",246,215,197,194,196,33,160,97,171,219.33333333333331,141.0,5,5
169.14195279999998,57.6894634912,Female,Ideal,"(252, 218, 191)","(135, 133, 13)","(17, 98, 61)",252,218,191,135,133,13,17,98,61,220.33333333333331,93.66666666666669,5,5
162.9751884,57.315204732000005,Female,Ideal,"(235, 185, 152)","(45, 237, 205)","(73, 148, 3)",235,185,152,45,237,205,73,148,3,190.66666666666663,162.33333333333334,2,7
170.7451246,57.029668568,Female,Ideal,"(246, 215, 197)","(128, 252, 118)","(180, 158, 102)",246,215,197,128,252,118,180,158,102,219.33333333333331,166.0,5,5
174.13947900000002,57.8479938952,Female,Ideal,"(127, 41, 44)","(163, 217, 161)","(230, 219, 176)",127,41,44,163,217,161,230,219,176,70.66666666666667,180.33333333333331,3,6
167.811831,51.0511899304,Female,Underweight,"(253, 220, 213)","(36, 53, 149)","(136, 17, 111)",253,220,213,36,53,149,136,17,111,228.66666666666663,79.33333333333333,0,1
168.13692559999998,55.620131428,Female,Ideal,"(226, 165, 137)","(84, 221, 164)","(94, 49, 30)",226,165,137,84,221,164,94,49,30,176.0,156.33333333333334,2,7
169.42640740000002,62.1553488864,Male,Ideal,"(119, 78, 58)","(226, 227, 102)","(36, 232, 128)",119,78,58,226,227,102,36,232,128,85.0,185.0,1,2
175.5504744,57.509342108,Female,Ideal,"(252, 218, 191)","(207, 73, 111)","(229, 178, 96)",252,218,191,207,73,111,229,178,96,220.33333333333331,130.33333333333334,5,3
174.1024458,62.30385490719999,Male,Ideal,"(226, 165, 137)","(163, 212, 244)","(74, 45, 80)",226,165,137,163,212,244,74,45,80,176.0,206.33333333333331,2,4
172.793025,60.2054475968,Male,Ideal,"(235, 185, 152)","(206, 199, 245)","(156, 176, 11)",235,185,152,206,199,245,156,176,11,190.66666666666663,216.66666666666663,2,4
175.79990239999998,54.7872457976,Female,Underweight,"(127, 41, 44)","(187, 203, 240)","(128, 127, 20)",127,41,44,187,203,240,128,127,20,70.66666666666667,210.0,3,6
172.3815704,56.8694145144,Female,Ideal,"(226, 165, 137)","(148, 201, 170)","(237, 221, 94)",226,165,137,148,201,170,237,221,94,176.0,173.0,2,4
167.644953,59.31971849840001,Female,Ideal,"(235, 185, 152)","(201, 193, 130)","(141, 134, 101)",235,185,152,201,193,130,141,134,101,190.66666666666663,174.66666666666666,2,4
173.3005678,44.2800592728,Female,Underweight,"(226, 165, 137)","(143, 146, 255)","(77, 112, 13)",226,165,137,143,146,255,77,112,13,176.0,181.33333333333331,2,4
173.38634359999998,63.3768721424,Male,Ideal,"(243, 214, 200)","(253, 96, 115)","(124, 176, 83)",243,214,200,253,96,115,124,176,83,219.0,154.66666666666666,5,3
169.7648878,54.8191786744,Female,Ideal,"(127, 41, 44)","(13, 107, 74)","(107, 10, 82)",127,41,44,13,107,74,107,10,82,70.66666666666667,64.66666666666667,3,3
175.3426008,60.232663116800005,Male,Ideal,"(127, 41, 44)","(95, 22, 216)","(160, 53, 20)",127,41,44,95,22,216,160,53,20,70.66666666666667,111.0,3,0
173.9838532,60.1218959504,Male,Ideal,"(253, 220, 213)","(254, 184, 47)","(153, 76, 84)",253,220,213,254,184,47,153,76,84,228.66666666666663,161.66666666666666,0,6
180.0934676,65.2619551352,Male,Ideal,"(226, 165, 137)","(72, 28, 72)","(245, 159, 123)",226,165,137,72,28,72,245,159,123,176.0,57.333333333333336,2,5
166.12303580000005,51.7937200344,Female,Ideal,"(243, 214, 200)","(2, 62, 211)","(222, 42, 58)",243,214,200,2,62,211,222,42,58,219.0,91.66666666666669,5,7
167.926639,58.8800517728,Female,Ideal,"(226, 165, 137)","(255, 148, 130)","(98, 41, 240)",226,165,137,255,148,130,98,41,240,176.0,177.66666666666666,2,4
172.5988674,56.9196271488,Female,Ideal,"(235, 185, 152)","(58, 62, 25)","(238, 204, 51)",235,185,152,58,62,25,238,204,51,190.66666666666663,48.333333333333336,2,5
181.86671780000003,62.7341322784,Male,Ideal,"(127, 41, 44)","(192, 128, 213)","(169, 58, 123)",127,41,44,192,128,213,169,58,123,70.66666666666667,177.66666666666666,3,6
172.3780906,57.7095122576,Female,Ideal,"(252, 218, 191)","(186, 208, 81)","(12, 156, 210)",252,218,191,186,208,81,12,156,210,220.33333333333331,158.33333333333334,5,5
174.711868,59.4322093144,Male,Ideal,"(252, 218, 191)","(142, 142, 39)","(26, 52, 144)",252,218,191,142,142,39,26,52,144,220.33333333333331,107.66666666666669,5,5
168.6584638,62.3828706336,Female,Ideal,"(226, 165, 137)","(50, 10, 20)","(54, 174, 169)",226,165,137,50,10,20,54,174,169,176.0,26.666666666666668,2,5
173.4865466,58.9369775688,Male,Ideal,"(119, 78, 58)","(208, 234, 19)","(121, 83, 227)",119,78,58,208,234,19,121,83,227,85.0,153.66666666666666,1,2
166.0908286,59.46137528,Female,Ideal,"(253, 220, 213)","(120, 124, 30)","(86, 117, 249)",253,220,213,120,124,30,86,117,249,228.66666666666663,91.33333333333331,0,4
169.93821739999998,57.445385636,Female,Ideal,"(119, 78, 58)","(169, 80, 142)","(16, 210, 94)",119,78,58,169,80,142,16,210,94,85.0,130.33333333333334,1,4
177.4378976,60.0241922336,Male,Ideal,"(253, 220, 213)","(59, 101, 99)","(15, 97, 62)",253,220,213,59,101,99,15,97,62,228.66666666666663,86.33333333333333,0,4
169.5549568,49.4735969544,Female,Underweight,"(127, 41, 44)","(70, 24, 173)","(222, 250, 202)",127,41,44,70,24,173,222,250,202,70.66666666666667,89.0,3,0
178.3226812,64.85054719120001,Male,Ideal,"(119, 78, 58)","(234, 3, 229)","(249, 244, 166)",119,78,58,234,3,229,249,244,166,85.0,155.33333333333334,1,4
176.266094,50.8952450008,Female,Underweight,"(127, 41, 44)","(60, 100, 24)","(95, 182, 203)",127,41,44,60,100,24,95,182,203,70.66666666666667,61.333333333333336,3,3
170.3827174,57.0269016568,Female,Ideal,"(119, 78, 58)","(201, 39, 219)","(31, 27, 136)",119,78,58,201,39,219,31,27,136,85.0,153.0,1,4
169.81378279999998,55.7458671304,Female,Ideal,"(235, 185, 152)","(240, 206, 152)","(153, 180, 254)",235,185,152,240,206,152,153,180,254,190.66666666666663,199.33333333333331,2,4
164.6907044,54.6210496888,Female,Ideal,"(127, 41, 44)","(50, 3, 105)","(143, 142, 48)",127,41,44,50,3,105,143,142,48,70.66666666666667,52.66666666666666,3,3
176.5423444,62.123279932,Male,Ideal,"(119, 78, 58)","(171, 191, 121)","(213, 111, 216)",119,78,58,171,191,121,213,111,216,85.0,161.0,1,2
172.3875902,55.9384169344,Female,Ideal,"(243, 214, 200)","(221, 167, 119)","(90, 41, 251)",243,214,200,221,167,119,90,41,251,219.0,169.0,5,5
170.430571,50.0105138048,Female,Underweight,"(226, 165, 137)","(199, 182, 133)","(35, 74, 152)",226,165,137,199,182,133,35,74,152,176.0,171.33333333333334,2,4
176.0979968,60.7761570512,Male,Ideal,"(235, 185, 152)","(46, 237, 163)","(106, 42, 235)",235,185,152,46,237,163,106,42,235,190.66666666666663,148.66666666666666,2,7
161.7068648,55.0457478784,Female,Ideal,"(119, 78, 58)","(145, 32, 2)","(253, 76, 237)",119,78,58,145,32,2,253,76,237,85.0,59.66666666666666,1,3
168.632632,53.72919709839999,Female,Ideal,"(246, 215, 197)","(106, 65, 138)","(41, 120, 114)",246,215,197,106,65,138,41,120,114,219.33333333333331,103.0,5,7
174.62131699999998,52.9461612288,Female,Underweight,"(253, 220, 213)","(200, 202, 57)","(42, 103, 5)",253,220,213,200,202,57,42,103,5,228.66666666666663,153.0,0,6
182.7453038,67.7784835512,Male,Ideal,"(204, 150, 103)","(46, 206, 38)","(68, 50, 168)",204,150,103,46,206,38,68,50,168,152.33333333333334,96.66666666666669,4,3
167.2546312,45.8669055256,Female,Underweight,"(119, 78, 58)","(221, 195, 0)","(240, 109, 91)",119,78,58,221,195,0,240,109,91,85.0,138.66666666666666,1,2
165.9003032,57.3983027864,Female,Ideal,"(252, 218, 191)","(135, 239, 66)","(119, 132, 30)",252,218,191,135,239,66,119,132,30,220.33333333333331,146.66666666666666,5,5
169.772457,56.397134524,Female,Ideal,"(252, 218, 191)","(169, 163, 31)","(224, 135, 193)",252,218,191,169,163,31,224,135,193,220.33333333333331,121.0,5,5
177.455322,63.733712968800006,Male,Ideal,"(119, 78, 58)","(239, 53, 211)","(159, 103, 72)",119,78,58,239,53,211,159,103,72,85.0,167.66666666666666,1,4
179.6904204,63.47199038480001,Male,Ideal,"(243, 214, 200)","(96, 0, 247)","(154, 249, 44)",243,214,200,96,0,247,154,249,44,219.0,114.33333333333331,5,7
169.0157656,52.297116436,Female,Underweight,"(243, 214, 200)","(24, 91, 139)","(208, 200, 216)",243,214,200,24,91,139,208,200,216,219.0,84.66666666666667,5,7
171.2483748,51.9983807448,Female,Underweight,"(252, 218, 191)","(164, 0, 34)","(174, 143, 17)",252,218,191,164,0,34,174,143,17,220.33333333333331,66.0,5,3
175.4653082,57.46897242,Female,Ideal,"(226, 165, 137)","(176, 235, 250)","(24, 225, 22)",226,165,137,176,235,250,24,225,22,176.0,220.33333333333331,2,4
171.3155578,59.1229049296,Male,Ideal,"(253, 220, 213)","(74, 117, 252)","(249, 214, 177)",253,220,213,74,117,252,249,214,177,228.66666666666663,147.66666666666666,0,1
178.7922002,54.151400532,Female,Underweight,"(253, 220, 213)","(189, 218, 7)","(212, 234, 55)",253,220,213,189,218,7,212,234,55,228.66666666666663,138.0,0,6
173.9922606,55.1501193976,Female,Underweight,"(127, 41, 44)","(132, 47, 61)","(198, 18, 49)",127,41,44,132,47,61,198,18,49,70.66666666666667,80.0,3,3
175.229393,58.3842303576,Male,Ideal,"(252, 218, 191)","(206, 181, 62)","(175, 44, 185)",252,218,191,206,181,62,175,44,185,220.33333333333331,149.66666666666666,5,5
174.2885008,65.0943528912,Male,Ideal,"(204, 150, 103)","(235, 119, 217)","(210, 88, 157)",204,150,103,235,119,217,210,88,157,152.33333333333334,190.33333333333331,4,7
167.6952704,64.8535408984,Female,Ideal,"(235, 185, 152)","(71, 6, 89)","(158, 67, 59)",235,185,152,71,6,89,158,67,59,190.66666666666663,55.333333333333336,2,5
176.129823,60.4286148608,Male,Ideal,"(252, 218, 191)","(217, 160, 97)","(179, 251, 40)",252,218,191,217,160,97,179,251,40,220.33333333333331,158.0,5,5
171.63127980000002,55.4625535672,Female,Ideal,"(119, 78, 58)","(197, 202, 71)","(90, 198, 175)",119,78,58,197,202,71,90,198,175,85.0,156.66666666666666,1,2
177.4149868,66.6050864064,Male,Ideal,"(127, 41, 44)","(104, 54, 85)","(69, 224, 152)",127,41,44,104,54,85,69,224,152,70.66666666666667,81.0,3,3
171.9744338,53.9534983424,Female,Underweight,"(246, 215, 197)","(117, 54, 161)","(226, 138, 63)",246,215,197,117,54,161,226,138,63,219.33333333333331,110.66666666666669,5,7
167.1481798,60.9122346512,Female,Ideal,"(204, 150, 103)","(74, 199, 69)","(51, 166, 144)",204,150,103,74,199,69,51,166,144,152.33333333333334,114.0,4,3
176.6188238,64.3800362096,Male,Ideal,"(127, 41, 44)","(127, 157, 131)","(163, 242, 135)",127,41,44,127,157,131,163,242,135,70.66666666666667,138.33333333333334,3,6
175.59230820000002,59.7455053088,Male,Ideal,"(243, 214, 200)","(158, 233, 9)","(163, 26, 57)",243,214,200,158,233,9,163,26,57,219.0,133.33333333333334,5,5
174.19121880000003,50.8328307416,Female,Underweight,"(246, 215, 197)","(154, 245, 18)","(43, 124, 16)",246,215,197,154,245,18,43,124,16,219.33333333333331,139.0,5,5
172.9187804,58.8947027944,Male,Ideal,"(253, 220, 213)","(21, 21, 198)","(207, 128, 98)",253,220,213,21,21,198,207,128,98,228.66666666666663,80.0,0,1
163.9705382,55.2768530024,Female,Ideal,"(243, 214, 200)","(150, 135, 12)","(129, 117, 25)",243,214,200,150,135,12,129,117,25,219.0,99.0,5,5
175.37559539999998,60.1530577208,Male,Ideal,"(243, 214, 200)","(199, 224, 119)","(146, 54, 227)",243,214,200,199,224,119,146,54,227,219.0,180.66666666666663,5,5
174.2760802,65.9876116168,Male,Ideal,"(127, 41, 44)","(61, 100, 231)","(185, 190, 244)",127,41,44,61,100,231,185,190,244,70.66666666666667,130.66666666666666,3,0
166.072439,49.6103549424,Female,Underweight,"(246, 215, 197)","(236, 195, 95)","(16, 53, 101)",246,215,197,236,195,95,16,53,101,219.33333333333331,175.33333333333334,5,5
170.47527499999998,50.3602332368,Female,Underweight,"(253, 220, 213)","(58, 4, 85)","(178, 114, 221)",253,220,213,58,4,85,178,114,221,228.66666666666663,49.0,0,4
170.5460648,61.328813544,Male,Ideal,"(119, 78, 58)","(191, 101, 173)","(58, 128, 152)",119,78,58,191,101,173,58,128,152,85.0,155.0,1,4
170.5873144,61.6359406872,Male,Ideal,"(119, 78, 58)","(245, 106, 151)","(249, 0, 84)",119,78,58,245,106,151,249,0,84,85.0,167.33333333333334,1,4
167.21714079999998,53.6049582496,Female,Ideal,"(204, 150, 103)","(41, 116, 236)","(165, 125, 76)",204,150,103,41,116,236,165,125,76,152.33333333333334,131.0,4,0
165.81874380000002,55.2669646968,Female,Ideal,"(127, 41, 44)","(155, 188, 225)","(184, 22, 34)",127,41,44,155,188,225,184,22,34,70.66666666666667,189.33333333333331,3,6
172.996606,45.558553684,Female,Underweight,"(246, 215, 197)","(119, 40, 190)","(115, 59, 224)",246,215,197,119,40,190,115,59,224,219.33333333333331,116.33333333333331,5,7
173.554644,64.2432782216,Male,Ideal,"(246, 215, 197)","(102, 21, 157)","(23, 167, 39)",246,215,197,102,21,157,23,167,39,219.33333333333331,93.33333333333331,5,7
174.658655,58.4216970568,Male,Ideal,"(252, 218, 191)","(247, 150, 17)","(211, 71, 60)",252,218,191,247,150,17,211,71,60,220.33333333333331,138.0,5,5
180.0332442,65.76666695360001,Male,Ideal,"(204, 150, 103)","(134, 155, 136)","(114, 96, 204)",204,150,103,134,155,136,114,96,204,152.33333333333334,141.66666666666666,4,7
177.4077732,59.0088719008,Male,Ideal,"(252, 218, 191)","(130, 194, 110)","(151, 99, 69)",252,218,191,130,194,110,151,99,69,220.33333333333331,144.66666666666666,5,5
173.7127844,67.3686631792,Male,Ideal,"(204, 150, 103)","(30, 153, 13)","(10, 224, 146)",204,150,103,30,153,13,10,224,146,152.33333333333334,65.33333333333333,4,3
173.6716364,51.582255444,Female,Underweight,"(226, 165, 137)","(20, 82, 46)","(248, 26, 77)",226,165,137,20,82,46,248,26,77,176.0,49.333333333333336,2,5
174.9646234,59.0877969088,Male,Ideal,"(253, 220, 213)","(26, 101, 16)","(245, 30, 69)",253,220,213,26,101,16,245,30,69,228.66666666666663,47.66666666666666,0,4
171.889039,51.0200735192,Female,Underweight,"(246, 215, 197)","(99, 95, 210)","(175, 197, 165)",246,215,197,99,95,210,175,197,165,219.33333333333331,134.66666666666666,5,7
174.3844366,59.4479035976,Male,Ideal,"(235, 185, 152)","(49, 230, 198)","(220, 129, 79)",235,185,152,49,230,198,220,129,79,190.66666666666663,159.0,2,7
175.5433878,66.4592565784,Male,Ideal,"(253, 220, 213)","(206, 181, 122)","(162, 165, 178)",253,220,213,206,181,122,162,165,178,228.66666666666663,169.66666666666666,0,6
177.4870466,57.4302356632,Female,Underweight,"(253, 220, 213)","(98, 25, 230)","(81, 121, 176)",253,220,213,98,25,230,81,121,176,228.66666666666663,117.66666666666669,0,1
173.3629756,54.6264474336,Female,Underweight,"(252, 218, 191)","(145, 216, 63)","(74, 242, 140)",252,218,191,145,216,63,74,242,140,220.33333333333331,141.33333333333334,5,5
177.2601484,65.64823408240001,Male,Ideal,"(226, 165, 137)","(70, 128, 37)","(241, 60, 14)",226,165,137,70,128,37,241,60,14,176.0,78.33333333333333,2,5
178.96431059999998,60.3972716536,Male,Ideal,"(253, 220, 213)","(103, 42, 147)","(155, 46, 134)",253,220,213,103,42,147,155,46,134,228.66666666666663,97.33333333333331,0,1
174.6556832,65.9372175456,Male,Ideal,"(235, 185, 152)","(218, 226, 164)","(153, 121, 43)",235,185,152,218,226,164,153,121,43,190.66666666666663,202.66666666666663,2,4
172.43252280000002,61.4026129624,Male,Ideal,"(252, 218, 191)","(186, 221, 4)","(54, 0, 150)",252,218,191,186,221,4,54,0,150,220.33333333333331,137.0,5,5
175.4497888,54.5658475424,Female,Underweight,"(226, 165, 137)","(79, 125, 168)","(112, 239, 170)",226,165,137,79,125,168,112,239,170,176.0,124.0,2,7
171.21842819999998,62.2182620968,Male,Ideal,"(119, 78, 58)","(143, 113, 144)","(120, 168, 150)",119,78,58,143,113,144,120,168,150,85.0,133.33333333333334,1,4
163.5703612,50.8250289592,Female,Ideal,"(246, 215, 197)","(176, 189, 16)","(136, 150, 246)",246,215,197,176,189,16,136,150,246,219.33333333333331,127.0,5,5
164.7734068,46.2005678008,Female,Underweight,"(204, 150, 103)","(103, 167, 6)","(143, 147, 194)",204,150,103,103,167,6,143,147,194,152.33333333333334,92.0,4,3
165.0732792,52.5083542304,Female,Ideal,"(246, 215, 197)","(236, 248, 34)","(15, 178, 69)",246,215,197,236,248,34,15,178,69,219.33333333333331,172.66666666666666,5,5
171.7611754,59.86071767680001,Male,Ideal,"(204, 150, 103)","(57, 200, 60)","(190, 217, 113)",204,150,103,57,200,60,190,217,113,152.33333333333334,105.66666666666669,4,3
168.0721302,51.5625695512,Female,Underweight,"(226, 165, 137)","(80, 174, 147)","(229, 74, 63)",226,165,137,80,174,147,229,74,63,176.0,133.66666666666666,2,7
168.9359588,49.7357731304,Female,Underweight,"(204, 150, 103)","(61, 189, 113)","(40, 167, 190)",204,150,103,61,189,113,40,167,190,152.33333333333334,121.0,4,3
166.5738858,49.673540308,Female,Underweight,"(252, 218, 191)","(64, 54, 175)","(99, 225, 37)",252,218,191,64,54,175,99,225,37,220.33333333333331,97.66666666666669,5,7
178.2878832,56.4850860128,Female,Underweight,"(252, 218, 191)","(195, 127, 65)","(200, 46, 62)",252,218,191,195,127,65,200,46,62,220.33333333333331,129.0,5,3
166.7945102,58.451679488,Female,Ideal,"(127, 41, 44)","(42, 15, 127)","(18, 10, 196)",127,41,44,42,15,127,18,10,196,70.66666666666667,61.333333333333336,3,0
160.9645244,52.4637207776,Female,Ideal,"(235, 185, 152)","(60, 202, 202)","(10, 207, 106)",235,185,152,60,202,202,10,207,106,190.66666666666663,154.66666666666666,2,7
170.7530494,62.448958988,Male,Ideal,"(243, 214, 200)","(141, 19, 56)","(46, 146, 141)",243,214,200,141,19,56,46,146,141,219.0,72.0,5,3
175.7700574,54.8657625728,Female,Underweight,"(226, 165, 137)","(96, 43, 68)","(175, 157, 63)",226,165,137,96,43,68,175,157,63,176.0,69.0,2,5
173.575091,46.2444301472,Female,Underweight,"(253, 220, 213)","(2, 84, 243)","(68, 21, 191)",253,220,213,2,84,243,68,21,191,228.66666666666663,109.66666666666669,0,1
168.87797060000003,57.739086456,Female,Ideal,"(226, 165, 137)","(116, 145, 254)","(129, 146, 120)",226,165,137,116,145,254,129,146,120,176.0,171.66666666666666,2,7
172.4832466,50.649897088,Female,Underweight,"(253, 220, 213)","(86, 72, 208)","(207, 12, 28)",253,220,213,86,72,208,207,12,28,228.66666666666663,122.0,0,1
174.7404938,58.0930242936,Male,Ideal,"(235, 185, 152)","(27, 168, 187)","(201, 216, 5)",235,185,152,27,168,187,201,216,5,190.66666666666663,127.33333333333331,2,7
166.8946624,48.868777381600005,Female,Underweight,"(119, 78, 58)","(230, 121, 148)","(189, 187, 125)",119,78,58,230,121,148,189,187,125,85.0,166.33333333333334,1,4
165.7196838,63.341174452,Female,Ideal,"(127, 41, 44)","(89, 86, 239)","(130, 143, 155)",127,41,44,89,86,239,130,143,155,70.66666666666667,138.0,3,0
169.7096936,61.985841556,Male,Ideal,"(235, 185, 152)","(61, 239, 167)","(244, 119, 162)",235,185,152,61,239,167,244,119,162,190.66666666666663,155.66666666666666,2,7
172.40991680000002,57.635213888,Female,Ideal,"(235, 185, 152)","(81, 44, 115)","(77, 217, 90)",235,185,152,81,44,115,77,217,90,190.66666666666663,80.0,2,5
170.49229300000002,54.4241454016,Female,Ideal,"(235, 185, 152)","(47, 164, 201)","(124, 16, 253)",235,185,152,47,164,201,124,16,253,190.66666666666663,137.33333333333334,2,7
166.88587400000003,57.7899341192,Female,Ideal,"(246, 215, 197)","(254, 209, 109)","(228, 254, 40)",246,215,197,254,209,109,228,254,40,219.33333333333331,190.66666666666663,5,5
180.587777,64.9999150368,Male,Ideal,"(119, 78, 58)","(190, 237, 85)","(129, 19, 233)",119,78,58,190,237,85,129,19,233,85.0,170.66666666666666,1,2
176.7819934,64.2294436656,Male,Ideal,"(226, 165, 137)","(76, 56, 76)","(179, 241, 181)",226,165,137,76,56,76,179,241,181,176.0,69.33333333333333,2,5
167.84177760000003,61.1398471168,Female,Ideal,"(235, 185, 152)","(43, 108, 80)","(112, 185, 241)",235,185,152,43,108,80,112,185,241,190.66666666666663,77.0,2,5
166.56677380000002,53.5074359696,Female,Ideal,"(253, 220, 213)","(219, 229, 75)","(87, 160, 217)",253,220,213,219,229,75,87,160,217,228.66666666666663,174.33333333333334,0,6
169.6690536,59.9425456736,Male,Ideal,"(243, 214, 200)","(231, 250, 53)","(69, 87, 234)",243,214,200,231,250,53,69,87,234,219.0,178.0,5,5
165.299771,57.0794276104,Female,Ideal,"(243, 214, 200)","(52, 66, 218)","(0, 25, 247)",243,214,200,52,66,218,0,25,247,219.0,112.0,5,7
170.7712358,56.1609491696,Female,Ideal,"(235, 185, 152)","(83, 200, 153)","(43, 189, 207)",235,185,152,83,200,153,43,189,207,190.66666666666663,145.33333333333334,2,7
170.9307986,58.9651909912,Male,Ideal,"(127, 41, 44)","(52, 77, 108)","(96, 176, 92)",127,41,44,52,77,108,96,176,92,70.66666666666667,79.0,3,3
168.6613086,50.147543948,Female,Underweight,"(252, 218, 191)","(37, 24, 166)","(245, 202, 15)",252,218,191,37,24,166,245,202,15,220.33333333333331,75.66666666666667,5,7
171.0665362,51.6117842832,Female,Underweight,"(246, 215, 197)","(187, 128, 127)","(124, 243, 8)",246,215,197,187,128,127,124,243,8,219.33333333333331,147.33333333333334,5,3
168.9594792,51.7075375544,Female,Underweight,"(127, 41, 44)","(54, 49, 207)","(109, 6, 186)",127,41,44,54,49,207,109,6,186,70.66666666666667,103.33333333333331,3,0
167.7227532,54.5107361144,Female,Ideal,"(246, 215, 197)","(0, 72, 142)","(241, 36, 243)",246,215,197,0,72,142,241,36,243,219.33333333333331,71.33333333333333,5,7
171.606464,51.3346849304,Female,Underweight,"(119, 78, 58)","(139, 4, 235)","(247, 79, 6)",119,78,58,139,4,235,247,79,6,85.0,126.0,1,4
173.6654642,63.7959911504,Male,Ideal,"(243, 214, 200)","(188, 219, 17)","(136, 59, 5)",243,214,200,188,219,17,136,59,5,219.0,141.33333333333334,5,5
168.8188394,58.846304528000005,Female,Ideal,"(235, 185, 152)","(132, 155, 193)","(232, 9, 63)",235,185,152,132,155,193,232,9,63,190.66666666666663,160.0,2,4
170.5395878,54.259128632,Female,Ideal,"(204, 150, 103)","(38, 92, 143)","(254, 219, 255)",204,150,103,38,92,143,254,219,255,152.33333333333334,91.0,4,0
179.20843000000002,68.0828437832,Male,Ideal,"(243, 214, 200)","(160, 28, 98)","(5, 138, 123)",243,214,200,160,28,98,5,138,123,219.0,95.33333333333331,5,3
167.4652988,61.7956957896,Female,Ideal,"(235, 185, 152)","(173, 207, 162)","(174, 182, 160)",235,185,152,173,207,162,174,182,160,190.66666666666663,180.66666666666663,2,4
168.47827619999998,55.9019481376,Female,Ideal,"(204, 150, 103)","(228, 181, 132)","(115, 232, 31)",204,150,103,228,181,132,115,232,31,152.33333333333334,180.33333333333331,4,7
170.2938936,57.636937537600005,Female,Ideal,"(243, 214, 200)","(100, 20, 143)","(140, 196, 178)",243,214,200,100,20,143,140,196,178,219.0,87.66666666666667,5,7
166.7111982,51.5370776808,Female,Ideal,"(127, 41, 44)","(99, 56, 253)","(117, 106, 206)",127,41,44,99,56,253,117,106,206,70.66666666666667,136.0,3,0
175.8676188,65.1945060048,Male,Ideal,"(119, 78, 58)","(170, 88, 125)","(128, 37, 187)",119,78,58,170,88,125,128,37,187,85.0,127.66666666666669,1,4
172.3118728,51.0534125312,Female,Underweight,"(127, 41, 44)","(88, 43, 28)","(46, 77, 118)",127,41,44,88,43,28,46,77,118,70.66666666666667,53.0,3,3
179.4096488,62.8377780504,Male,Ideal,"(243, 214, 200)","(167, 33, 92)","(248, 90, 232)",243,214,200,167,33,92,248,90,232,219.0,97.33333333333331,5,3
168.22056780000003,53.4167629288,Female,Ideal,"(246, 215, 197)","(69, 121, 157)","(83, 97, 198)",246,215,197,69,121,157,83,97,198,219.33333333333331,115.66666666666669,5,7
168.6014916,59.24873135039999,Female,Ideal,"(204, 150, 103)","(47, 181, 17)","(39, 220, 160)",204,150,103,47,181,17,39,220,160,152.33333333333334,81.66666666666667,4,3
177.2368058,53.8254493208,Female,Underweight,"(226, 165, 137)","(111, 66, 66)","(15, 199, 0)",226,165,137,111,66,66,15,199,0,176.0,81.0,2,5
174.0020904,57.95658382,Female,Ideal,"(252, 218, 191)","(174, 111, 115)","(141, 59, 39)",252,218,191,174,111,115,141,59,39,220.33333333333331,133.33333333333334,5,3
169.0705534,57.094532224,Female,Ideal,"(252, 218, 191)","(15, 65, 224)","(60, 47, 120)",252,218,191,15,65,224,60,47,120,220.33333333333331,101.33333333333331,5,7
177.7423674,66.7817151312,Male,Ideal,"(204, 150, 103)","(40, 123, 118)","(77, 64, 213)",204,150,103,40,123,118,77,64,213,152.33333333333334,93.66666666666669,4,3
170.255946,50.7422484192,Female,Underweight,"(243, 214, 200)","(228, 88, 99)","(216, 195, 117)",243,214,200,228,88,99,216,195,117,219.0,138.33333333333334,5,3
179.41358580000002,58.60245346880001,Male,Underweight,"(252, 218, 191)","(253, 199, 101)","(115, 7, 236)",252,218,191,253,199,101,115,7,236,220.33333333333331,184.33333333333331,5,5
163.8125756,61.8147012944,Female,Ideal,"(204, 150, 103)","(122, 124, 147)","(32, 11, 54)",204,150,103,122,124,147,32,11,54,152.33333333333334,131.0,4,0
165.932358,59.1973393768,Female,Ideal,"(127, 41, 44)","(91, 23, 34)","(246, 166, 80)",127,41,44,91,23,34,246,166,80,70.66666666666667,49.333333333333336,3,3
171.2680598,57.7041145128,Female,Ideal,"(204, 150, 103)","(109, 142, 11)","(88, 190, 211)",204,150,103,109,142,11,88,190,211,152.33333333333334,87.33333333333333,4,3
165.4404616,58.3442235432,Female,Ideal,"(246, 215, 197)","(12, 79, 192)","(215, 89, 68)",246,215,197,12,79,192,215,89,68,219.33333333333331,94.33333333333331,5,7
